RankingUpdateDate,Ladder,Position,P1_ID,P1_Name,P2_ID,P2_Name
2025-04-06,mixed,188,646,Rujuta Korgaonkar,309,Ethan Tao-Lem
2025-04-03,mixed,190,309,Ethan Tao-Lem,646,Rujuta Korgaonkar
2025-04-03,mixed,190,309,Ethan Tao-Lem,646,Rujuta Korgaonkar
