RankingUpdateDate,Ladder,Position,P1_ID,P1_Name,P2_ID,P2_Name
2025-09-11,mixed,172,56,Siu-Imm Tay,482,Jack Yan
2025-09-12,mixed,174,56,Siu-Imm Tay,482,Jack Yan
2025-09-19,mixed,175,56,Siu-Imm Tay,482,Jack Yan
2025-09-02,mixed,177,56,Siu-Imm Tay,482,Jack Yan
2025-09-04,mixed,177,56,Siu-Imm Tay,482,Jack Yan
2025-09-01,mixed,178,56,Siu-Imm Tay,482,Jack Yan
2025-09-07,mixed,179,56,Siu-Imm Tay,482,Jack Yan
2025-09-08,mixed,179,56,Siu-Imm Tay,482,Jack Yan
2025-08-27,mixed,242,56,Siu-Imm Tay,482,Jack Yan
