RankingUpdateDate,Ladder,Position,P1_ID,P1_Name,P2_ID,P2_Name
2025-09-11,mixed,222,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-14,mixed,224,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-12,mixed,224,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-23,mixed,224,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-19,mixed,225,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-14,mixed,226,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-18,mixed,226,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-21,mixed,226,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-08,mixed,227,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-11,mixed,227,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-22,mixed,228,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-26,mixed,228,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-27,mixed,228,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-02,mixed,228,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-04,mixed,228,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-01,mixed,230,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-07,mixed,230,646,Rujuta Korgaonkar,17,Alex Luk
2025-09-08,mixed,230,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-06,mixed,235,646,Rujuta Korgaonkar,17,Alex Luk
2025-08-06,mixed,237,646,Rujuta Korgaonkar,17,Alex Luk
